,Attrition,EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,county_name,state,cty,household_income_at_35,high-school_graduation_rate,percentage_married_by_35,incarceration_rate,women_teenage_birthrate,poverty_rate,employment_rates_at_35,single_parent_frac
298,No,407,36,Travel_Frequently,566,Research & Development,18,4,Life Sciences,1,3,Male,81,4,1,Laboratory Technician,4,Married,3688,7122,4,Y,No,18,3,4,80,2,4,2,3,1,0,0,0,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
299,No,408,51,Travel_Rarely,1302,Research & Development,2,3,Medical,1,4,Male,84,1,2,Manufacturing Director,2,Divorced,5482,16321,5,Y,No,18,3,4,80,1,13,3,3,4,1,1,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
300,No,410,41,Travel_Rarely,334,Sales,2,4,Life Sciences,1,4,Male,88,3,4,Manager,2,Single,16015,15896,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
301,No,411,18,Travel_Rarely,812,Sales,10,3,Medical,1,4,Female,69,2,1,Sales Representative,3,Single,1200,9724,1,Y,No,12,3,1,80,0,0,2,3,0,0,0,0,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
302,No,412,28,Travel_Rarely,1476,Research & Development,16,2,Medical,1,2,Male,68,4,2,Healthcare Representative,1,Single,5661,4824,0,Y,No,19,3,3,80,0,9,2,3,8,3,0,7,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
303,No,416,31,Travel_Rarely,218,Sales,7,3,Technical Degree,1,2,Male,100,4,2,Sales Executive,4,Married,6929,12241,4,Y,No,11,3,2,80,1,10,3,2,8,7,7,7,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
304,No,417,39,Travel_Rarely,1132,Research & Development,1,3,Medical,1,3,Male,48,4,3,Healthcare Representative,4,Divorced,9613,10942,0,Y,No,17,3,1,80,3,19,5,2,18,10,3,7,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
305,No,419,36,Non-Travel,1105,Research & Development,24,4,Life Sciences,1,2,Female,47,3,2,Laboratory Technician,2,Married,5674,6927,7,Y,No,15,3,3,80,1,11,3,3,9,8,0,8,Union County, NJ,cty34039,51773,0.914,0.4232,0.0108,0.127,0.1085,0.8047,0.3264
306,No,420,32,Travel_Rarely,906,Sales,7,3,Life Sciences,1,4,Male,91,2,2,Sales Executive,3,Married,5484,16985,1,Y,No,14,3,3,80,1,13,3,2,13,8,4,8,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
307,No,421,38,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,1,Female,81,2,3,Research Director,2,Married,12061,26707,3,Y,No,17,3,3,80,1,19,2,3,10,8,0,1,Union County, NJ,cty34039,51773,0.914,0.4232,0.0108,0.127,0.1085,0.8047,0.3264
308,No,422,58,Non-Travel,390,Research & Development,1,4,Life Sciences,1,4,Male,32,1,2,Healthcare Representative,3,Divorced,5660,17056,2,Y,Yes,13,3,4,80,1,12,2,3,5,3,1,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
309,No,423,31,Travel_Rarely,691,Research & Development,5,4,Technical Degree,1,3,Male,86,3,1,Research Scientist,4,Married,4821,10077,0,Y,Yes,12,3,3,80,1,6,4,3,5,2,0,3,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
310,No,424,31,Travel_Rarely,106,Human Resources,2,3,Human Resources,1,1,Male,62,2,2,Human Resources,1,Married,6410,17822,3,Y,No,12,3,4,80,0,9,1,3,2,2,1,0,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
311,No,425,45,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210,20308,1,Y,No,18,3,1,80,1,24,2,3,24,9,9,11,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
312,No,426,31,Travel_Rarely,192,Research & Development,2,4,Life Sciences,1,3,Male,32,3,1,Research Scientist,4,Divorced,2695,7747,0,Y,Yes,18,3,2,80,1,3,2,1,2,2,2,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
313,No,428,33,Travel_Frequently,553,Research & Development,5,4,Life Sciences,1,4,Female,74,3,3,Manager,2,Married,11878,23364,6,Y,No,11,3,2,80,2,12,2,3,10,6,8,8,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
314,No,429,39,Travel_Rarely,117,Research & Development,10,1,Medical,1,3,Male,99,3,4,Manager,1,Married,17068,5355,1,Y,Yes,14,3,4,80,0,21,3,3,21,9,11,10,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
315,No,430,43,Travel_Frequently,185,Research & Development,10,4,Life Sciences,1,3,Female,33,3,1,Laboratory Technician,4,Single,2455,10675,0,Y,No,19,3,1,80,0,9,5,3,8,7,1,7,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
316,No,431,49,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,1,3,Female,90,2,4,Healthcare Representative,3,Single,13964,17810,7,Y,Yes,12,3,4,80,0,25,2,3,7,1,0,7,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
317,Yes,433,52,Travel_Rarely,723,Research & Development,8,4,Medical,1,3,Male,85,2,2,Research Scientist,2,Married,4941,17747,2,Y,No,15,3,1,80,0,11,3,2,8,2,7,7,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
318,No,434,27,Travel_Rarely,1220,Research & Development,5,3,Life Sciences,1,3,Female,85,3,1,Research Scientist,2,Single,2478,20938,1,Y,Yes,12,3,2,80,0,4,2,2,4,3,1,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
319,No,436,32,Travel_Rarely,588,Sales,8,2,Technical Degree,1,3,Female,65,2,2,Sales Executive,2,Married,5228,24624,1,Y,Yes,11,3,4,80,0,13,2,3,13,12,11,9,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
320,No,437,27,Travel_Rarely,1377,Sales,2,3,Life Sciences,1,4,Male,74,3,2,Sales Executive,3,Single,4478,5242,1,Y,Yes,11,3,1,80,0,5,3,3,5,4,0,4,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
321,No,438,31,Travel_Rarely,691,Sales,7,3,Marketing,1,4,Male,73,3,2,Sales Executive,4,Divorced,7547,7143,4,Y,No,12,3,4,80,3,13,3,3,7,7,1,7,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
322,No,439,32,Travel_Rarely,1018,Research & Development,2,4,Medical,1,1,Female,74,4,2,Research Scientist,4,Single,5055,10557,7,Y,No,16,3,3,80,0,10,0,2,7,7,0,7,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
323,Yes,440,28,Travel_Rarely,1157,Research & Development,2,4,Medical,1,1,Male,84,1,1,Research Scientist,4,Married,3464,24737,5,Y,Yes,13,3,4,80,0,5,4,2,3,2,2,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
324,No,441,30,Travel_Rarely,1275,Research & Development,28,2,Medical,1,4,Female,64,3,2,Research Scientist,4,Married,5775,11934,1,Y,No,13,3,4,80,2,11,2,3,10,8,1,9,Fairfield County, CT,cty09001,55614,0.922,0.4623,0.0101,0.0944,0.0886,0.7927,0.263
325,No,442,31,Travel_Frequently,798,Research & Development,7,2,Life Sciences,1,3,Female,48,2,3,Manufacturing Director,3,Married,8943,14034,1,Y,No,24,4,1,80,1,10,2,3,10,9,8,9,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
326,No,444,39,Travel_Frequently,672,Research & Development,7,2,Medical,1,3,Male,54,2,5,Manager,4,Married,19272,21141,1,Y,No,15,3,1,80,1,21,2,3,21,9,13,3,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
327,Yes,445,39,Travel_Rarely,1162,Sales,3,2,Medical,1,4,Female,41,3,2,Sales Executive,3,Married,5238,17778,4,Y,Yes,18,3,1,80,0,12,3,2,1,0,0,0,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
328,No,446,33,Travel_Frequently,508,Sales,10,3,Marketing,1,2,Male,46,2,2,Sales Executive,4,Single,4682,4317,3,Y,No,14,3,3,80,0,9,6,2,7,7,0,1,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
329,No,447,47,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,1,4,Male,42,3,5,Research Director,3,Married,18300,16375,4,Y,No,11,3,2,80,1,21,2,3,3,2,1,1,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
330,No,448,43,Travel_Frequently,559,Research & Development,10,4,Life Sciences,1,3,Female,82,2,2,Laboratory Technician,3,Divorced,5257,6227,1,Y,No,11,3,2,80,1,9,3,4,9,7,0,0,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
331,No,449,27,Non-Travel,210,Sales,1,1,Marketing,1,3,Male,73,3,2,Sales Executive,2,Married,6349,22107,0,Y,Yes,13,3,4,80,1,6,0,3,5,4,1,4,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
332,No,450,54,Travel_Frequently,928,Research & Development,20,4,Life Sciences,1,4,Female,31,3,2,Research Scientist,3,Single,4869,16885,3,Y,No,12,3,4,80,0,20,4,2,4,3,0,3,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
333,No,451,43,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,1,3,Female,43,3,3,Healthcare Representative,1,Married,9985,9262,8,Y,No,16,3,1,80,1,10,1,2,1,0,0,0,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
334,No,452,45,Travel_Rarely,549,Research & Development,8,4,Other,1,4,Male,75,3,2,Research Scientist,4,Married,3697,9278,9,Y,No,14,3,1,80,2,12,3,3,10,9,9,8,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
335,No,453,40,Travel_Rarely,1124,Sales,1,2,Medical,1,2,Male,57,1,2,Sales Executive,4,Married,7457,13273,2,Y,Yes,22,4,3,80,3,6,2,2,4,3,0,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
336,Yes,454,29,Travel_Rarely,318,Research & Development,8,4,Other,1,2,Male,77,1,1,Laboratory Technician,1,Married,2119,4759,1,Y,Yes,11,3,4,80,0,7,4,2,7,7,0,7,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
337,No,455,29,Travel_Rarely,738,Research & Development,9,5,Other,1,2,Male,30,2,1,Laboratory Technician,4,Single,3983,7621,0,Y,No,17,3,3,80,0,4,2,3,3,2,2,2,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
338,No,456,30,Travel_Rarely,570,Sales,5,3,Marketing,1,4,Female,30,2,2,Sales Executive,3,Divorced,6118,5431,1,Y,No,13,3,3,80,3,10,2,3,10,9,1,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
339,No,458,27,Travel_Rarely,1130,Sales,8,4,Marketing,1,2,Female,56,3,2,Sales Executive,2,Married,6214,3415,1,Y,No,18,3,1,80,1,8,3,3,8,7,0,7,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
340,No,460,37,Travel_Rarely,1192,Research & Development,5,2,Medical,1,4,Male,61,3,2,Manufacturing Director,4,Divorced,6347,23177,7,Y,No,16,3,3,80,2,8,2,2,6,2,0,4,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
341,No,461,38,Travel_Rarely,343,Research & Development,15,2,Life Sciences,1,3,Male,92,2,3,Research Director,4,Divorced,11510,15682,0,Y,Yes,14,3,2,80,1,12,3,3,11,10,2,9,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
342,No,462,31,Travel_Rarely,1232,Research & Development,7,4,Medical,1,3,Female,39,3,3,Manufacturing Director,4,Single,7143,25713,1,Y,Yes,14,3,3,80,0,11,2,2,11,9,4,10,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
343,No,463,29,Travel_Rarely,144,Sales,10,1,Marketing,1,4,Female,39,2,2,Sales Executive,2,Divorced,8268,11866,1,Y,Yes,14,3,1,80,2,7,2,3,7,7,1,7,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
344,No,464,35,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,1,3,Male,62,3,3,Manufacturing Director,2,Single,8095,18264,0,Y,No,13,3,4,80,0,17,5,3,16,6,0,13,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
345,No,465,23,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,1,3,Male,83,3,1,Research Scientist,4,Divorced,2904,16092,1,Y,No,12,3,3,80,2,4,2,2,4,2,0,2,Union County, NJ,cty34039,51773,0.914,0.4232,0.0108,0.127,0.1085,0.8047,0.3264
346,No,466,41,Travel_Rarely,483,Research & Development,6,3,Medical,1,4,Male,95,2,2,Manufacturing Director,2,Single,6032,10110,6,Y,Yes,15,3,4,80,0,8,3,3,5,4,1,2,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
347,No,467,47,Travel_Frequently,1309,Sales,4,1,Medical,1,2,Male,99,3,2,Sales Representative,3,Single,2976,25751,3,Y,No,19,3,1,80,0,5,3,3,0,0,0,0,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
348,No,468,42,Travel_Rarely,810,Research & Development,23,5,Life Sciences,1,1,Female,44,3,4,Research Director,4,Single,15992,15901,2,Y,No,14,3,2,80,0,16,2,3,1,0,0,0,Union County, NJ,cty34039,51773,0.914,0.4232,0.0108,0.127,0.1085,0.8047,0.3264
349,No,469,29,Non-Travel,746,Sales,2,3,Life Sciences,1,4,Male,61,3,2,Sales Executive,3,Married,4649,16928,1,Y,No,14,3,1,80,1,4,3,2,4,3,0,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
350,No,470,42,Travel_Rarely,544,Human Resources,2,1,Technical Degree,1,3,Male,52,3,1,Human Resources,3,Divorced,2696,24017,0,Y,Yes,11,3,3,80,1,4,5,3,3,2,1,0,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
351,No,471,32,Travel_Rarely,1062,Research & Development,2,3,Medical,1,3,Female,75,3,1,Laboratory Technician,2,Married,2370,3956,1,Y,No,13,3,3,80,1,8,4,3,8,0,0,7,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
352,No,473,48,Travel_Rarely,530,Sales,29,1,Medical,1,1,Female,91,3,3,Manager,3,Married,12504,23978,3,Y,No,21,4,2,80,1,15,3,1,0,0,0,0,Fairfield County, CT,cty09001,55614,0.922,0.4623,0.0101,0.0944,0.0886,0.7927,0.263
353,No,474,37,Travel_Rarely,1319,Research & Development,6,3,Medical,1,3,Male,51,4,2,Research Scientist,1,Divorced,5974,17001,4,Y,Yes,13,3,1,80,2,13,2,3,7,7,6,7,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
354,No,475,30,Non-Travel,641,Sales,25,2,Technical Degree,1,4,Female,85,3,2,Sales Executive,3,Married,4736,6069,7,Y,Yes,12,3,2,80,1,4,2,4,2,2,2,2,Union County, NJ,cty34039,51773,0.914,0.4232,0.0108,0.127,0.1085,0.8047,0.3264
355,No,476,26,Travel_Rarely,933,Sales,1,3,Life Sciences,1,3,Male,57,3,2,Sales Executive,3,Married,5296,20156,1,Y,No,17,3,2,80,1,8,3,3,8,7,7,7,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
356,No,477,42,Travel_Rarely,1332,Research & Development,2,4,Other,1,1,Male,98,2,2,Healthcare Representative,4,Single,6781,17078,3,Y,No,23,4,2,80,0,14,6,3,1,0,0,0,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
357,Yes,478,21,Travel_Frequently,756,Sales,1,1,Technical Degree,1,1,Female,99,2,1,Sales Representative,2,Single,2174,9150,1,Y,Yes,11,3,3,80,0,3,3,3,3,2,1,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
358,No,479,36,Non-Travel,845,Sales,1,5,Medical,1,4,Female,45,3,2,Sales Executive,4,Single,6653,15276,4,Y,No,15,3,2,80,0,7,6,3,1,0,0,0,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
359,No,481,36,Travel_Frequently,541,Sales,3,4,Medical,1,1,Male,48,2,3,Sales Executive,4,Married,9699,7246,4,Y,No,11,3,1,80,1,16,2,3,13,9,1,12,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
360,No,482,57,Travel_Rarely,593,Research & Development,1,4,Medical,1,4,Male,88,3,2,Healthcare Representative,3,Married,6755,2967,2,Y,No,11,3,3,80,0,15,2,3,3,2,1,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
361,No,483,40,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,1,4,Female,46,4,1,Laboratory Technician,3,Married,2213,22495,3,Y,Yes,13,3,3,80,1,10,3,3,7,7,1,7,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
362,No,484,21,Non-Travel,895,Sales,9,2,Medical,1,1,Male,39,3,1,Sales Representative,4,Single,2610,2851,1,Y,No,24,4,3,80,0,3,3,2,3,2,2,2,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
363,Yes,485,33,Travel_Rarely,350,Sales,5,3,Marketing,1,4,Female,34,3,1,Sales Representative,3,Single,2851,9150,1,Y,Yes,13,3,2,80,0,1,2,3,1,0,0,0,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
364,No,486,37,Travel_Rarely,921,Research & Development,10,3,Medical,1,3,Female,98,3,1,Laboratory Technician,1,Married,3452,17663,6,Y,No,20,4,2,80,1,17,3,3,5,4,0,3,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
365,No,487,46,Non-Travel,1144,Research & Development,7,4,Medical,1,3,Female,30,3,2,Manufacturing Director,3,Married,5258,16044,2,Y,No,14,3,3,80,0,7,2,4,1,0,0,0,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
366,Yes,488,41,Travel_Frequently,143,Sales,4,3,Marketing,1,1,Male,56,3,2,Sales Executive,2,Single,9355,9558,1,Y,No,18,3,3,80,0,8,5,3,8,7,7,7,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
367,No,491,50,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,1,4,Male,100,2,3,Healthcare Representative,4,Single,10496,2755,6,Y,No,15,3,4,80,0,20,2,3,4,3,1,3,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
368,Yes,492,40,Travel_Rarely,575,Sales,22,2,Marketing,1,3,Male,68,2,2,Sales Executive,3,Married,6380,6110,2,Y,Yes,12,3,1,80,2,8,6,3,6,4,1,0,Union County, NJ,cty34039,51773,0.914,0.4232,0.0108,0.127,0.1085,0.8047,0.3264
369,No,493,31,Travel_Rarely,408,Research & Development,9,4,Life Sciences,1,3,Male,42,2,1,Research Scientist,2,Single,2657,7551,0,Y,Yes,16,3,4,80,0,3,5,3,2,2,2,2,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
370,Yes,494,21,Travel_Rarely,156,Sales,12,3,Life Sciences,1,3,Female,90,4,1,Sales Representative,2,Single,2716,25422,1,Y,No,15,3,4,80,0,1,0,3,1,0,0,0,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
371,No,495,29,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,1,4,Male,54,3,1,Research Scientist,4,Single,2201,18168,9,Y,No,16,3,4,80,0,6,4,3,3,2,1,2,Union County, NJ,cty34039,51773,0.914,0.4232,0.0108,0.127,0.1085,0.8047,0.3264
372,No,496,35,Travel_Rarely,755,Research & Development,9,4,Life Sciences,1,3,Male,97,2,2,Healthcare Representative,2,Single,6540,19394,9,Y,No,19,3,3,80,0,10,5,3,1,1,0,0,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
373,No,497,27,Travel_Rarely,1469,Research & Development,1,2,Medical,1,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816,17881,1,Y,No,11,3,2,80,1,5,2,3,5,2,0,4,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
374,No,498,28,Travel_Rarely,304,Sales,9,4,Life Sciences,1,2,Male,92,3,2,Sales Executive,4,Single,5253,20750,1,Y,No,16,3,4,80,0,7,1,3,7,5,0,7,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
375,No,499,49,Travel_Rarely,1261,Research & Development,7,3,Other,1,2,Male,31,2,3,Healthcare Representative,3,Single,10965,12066,8,Y,No,24,4,3,80,0,26,2,3,5,2,0,0,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
376,No,500,51,Travel_Rarely,1178,Sales,14,2,Life Sciences,1,3,Female,87,3,2,Sales Executive,4,Married,4936,14862,4,Y,No,11,3,3,80,1,18,2,2,7,7,0,7,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
377,No,501,36,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,4,Female,96,3,1,Research Scientist,3,Married,2543,11868,4,Y,No,13,3,2,80,1,6,3,3,2,2,2,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
378,Yes,502,34,Non-Travel,1362,Sales,19,3,Marketing,1,1,Male,67,4,2,Sales Executive,4,Single,5304,4652,8,Y,Yes,13,3,2,80,0,9,3,2,5,2,0,4,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
379,No,505,55,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,1,3,Female,97,3,4,Manager,4,Single,16659,23258,2,Y,Yes,13,3,3,80,0,30,2,3,5,4,1,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
380,No,507,24,Travel_Rarely,1371,Sales,10,4,Marketing,1,4,Female,77,3,2,Sales Executive,3,Divorced,4260,5915,1,Y,Yes,12,3,4,80,1,5,2,4,5,2,0,3,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
381,No,508,30,Travel_Rarely,202,Sales,2,1,Technical Degree,1,3,Male,72,3,1,Sales Representative,2,Married,2476,17434,1,Y,No,18,3,1,80,1,1,3,3,1,0,0,0,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
382,Yes,510,26,Travel_Frequently,575,Research & Development,3,1,Technical Degree,1,3,Male,73,3,1,Research Scientist,1,Single,3102,6582,0,Y,No,22,4,3,80,0,7,2,3,6,4,0,4,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
383,No,511,22,Travel_Rarely,253,Research & Development,11,3,Medical,1,1,Female,43,3,1,Research Scientist,2,Married,2244,24440,1,Y,No,13,3,4,80,1,2,1,3,2,1,1,2,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
384,No,513,36,Travel_Rarely,164,Sales,2,2,Medical,1,2,Male,61,2,3,Sales Executive,3,Married,7596,3809,1,Y,No,13,3,2,80,2,10,2,3,10,9,9,0,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
385,Yes,514,30,Travel_Frequently,464,Research & Development,4,3,Technical Degree,1,3,Male,40,3,1,Research Scientist,4,Single,2285,3427,9,Y,Yes,23,4,3,80,0,3,4,3,1,0,0,0,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
386,No,515,37,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,26914,1,Y,No,12,3,3,80,1,18,2,2,18,7,12,17,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
387,No,516,40,Travel_Rarely,759,Sales,2,2,Marketing,1,4,Female,46,3,2,Sales Executive,2,Divorced,5715,22553,7,Y,No,12,3,3,80,2,8,5,3,5,4,1,3,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
388,No,517,42,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576,20490,3,Y,No,16,3,2,80,1,8,5,3,5,2,1,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
